instance_id,solver_name,-t,-k,-i,-ni,-is,-mi,-fa,-ks,-r,-wi,-wk,-wa,-wr,-rwa,-swa,-swr,-rwr,building_solution_time,iterations_counter,improvements_counter,-r (restart) counter,not_improvements_counter,no_families_to_remove_counter,unfeasible_add_random_families_counter,removal_number_values,mean_shaking_time,-mi limit reached,-is limit reached,-fa limit reached,-ks limit reached,reached_k_max_counter,discarded_get_best_neighbor,improvement_failures_counter,improvement_successes_counter,vnd_iterations_counter,mean_get_best_neighbor_time,final_iterations_without_improvement,vnds_k_values_counter,top_solutions,initial_solution_obj_value,stopping_cause,execution_time,obj_value
G1_SC3_instance14-k10_f8_r2_i400,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.0878,4809,0,160,4809,0,0,"{1: 1443, 2: 1603, 3: 1603}",0.1284,0,1277,4652,139165,1603,12828,1277,17,886,0.0016,4809,"{1: 1603, 2: 1603, 3: 1603}",['140-0.08853s'],140,stop_cpu_time_limit,600.2112,140
G1_SC3_instance15-k10_f8_r2_i500,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.1416,3993,0,133,3993,0,0,"{1: 1198, 2: 1331, 3: 1331}",0.1550,0,462,3869,114576,1331,4670,462,15,360,0.0016,3993,"{1: 1331, 2: 1331, 3: 1331}",['138-0.14232s'],138,stop_cpu_time_limit,600.2056,138
G1_SC3_instance16-k10_f9_r2_i500,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.1554,0,0,0,0,0,0,{},0.0000,0,0,0,0,0,0,0,0,0,0.0000,0,{},['223-0.15609s'],223,stop_instance_optimum,0.1561,223
G1_SC3_instance17-k10_f8_r2_i600,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.1542,4179,0,139,4179,0,0,"{1: 1254, 2: 2786}",0.1465,0,3529,4124,114763,1393,40519,3529,1418,3529,0.0014,4179,"{1: 1393, 2: 1393, 3: 1393}",['122-0.15492s'],122,stop_cpu_time_limit,600.1589,122
G1_SC3_instance18-k10_f10_r2_i600,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.1765,3906,0,130,3906,0,0,"{1: 1172, 2: 1302, 3: 1302}",0.1582,0,662,3776,113191,1302,6685,662,10,478,0.0020,3906,"{1: 1302, 2: 1302, 3: 1302}",['172-0.17719s'],172,stop_cpu_time_limit,600.1599,172
G1_SC4_instance1-k3_f8_r2_i400,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.1045,4379,5,144,4374,0,0,"{1: 1318, 2: 1459, 3: 1458}",0.1151,36393,7896,4799,98851,1457,42821,7896,202,4030,0.0136,2355,"{1: 1462, 2: 1459, 3: 1458}","['181-0.10554s', '182-278.36226s', '210-278.40917s', '223-278.72954s', '229-307.36869s', '231-307.66560s']",181,stop_cpu_time_limit,600.0013,231
G1_SC4_instance2-k3_f10_r2_i400,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.0397,4855,1,161,4854,0,0,"{1: 1458, 2: 1618, 3: 1618}",0.1017,39091,8388,5657,93144,1618,44863,8388,89,4262,0.0142,4824,"{1: 1619, 2: 1618, 3: 1618}","['249-0.04046s', '270-4.24443s']",249,stop_cpu_time_limit,600.1353,270
G1_SC4_instance3-k3_f9_r2_i500,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.0896,10,7,0,3,0,0,"{1: 8, 2: 1, 3: 1}",0.1480,40,14,10,228,1,100,14,1,11,0.0076,3,"{1: 8, 2: 1, 3: 1}","['210-0.09017s', '213-0.27799s', '224-0.44686s', '229-0.62779s', '231-0.79328s', '265-0.93676s', '278-1.07901s', '291-1.20954s']",210,stop_instance_optimum,1.6948,291
G1_SC4_instance4-k3_f9_r2_i500,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.0748,3311,2,110,3309,0,0,"{1: 995, 2: 1103, 3: 1103}",0.1616,19299,6638,3410,81308,1103,47972,6638,600,3294,0.0111,3309,"{1: 1105, 2: 1103, 3: 1103}","['175-0.07550s', '196-0.26380s', '209-0.40813s']",175,stop_cpu_time_limit,600.0769,209
G1_SC4_instance5-k3_f12_r2_i600,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.1049,3092,2,102,3090,0,0,"{1: 930, 2: 1030, 3: 1030}",0.1643,26070,6409,3141,76492,1030,38623,6409,404,3285,0.0157,3084,"{1: 1032, 2: 1030, 3: 1030}","['323-0.10551s', '336-1.64986s', '361-1.81035s']",323,stop_cpu_time_limit,600.4729,361
G1_SC4_instance6-k3_f11_r2_i600,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.1030,3263,5,107,3258,0,0,"{1: 984, 2: 1086, 3: 1086}",0.1549,24215,6712,3480,71008,1086,43068,6712,123,3362,0.0159,2757,"{1: 1091, 2: 1086, 3: 1086}","['262-0.10365s', '295-0.25333s', '308-4.53828s', '337-4.64439s', '359-4.75422s', '376-91.90520s']",262,stop_cpu_time_limit,600.2282,376
G1_SC4_instance7-k5_f10_r2_i400,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.0929,3738,0,124,3738,0,0,"{1: 1122, 2: 1246, 3: 1246}",0.1141,63066,7148,4017,86754,1246,8577,7148,192,3559,0.0253,3738,"{1: 1246, 2: 1246, 3: 1246}",['235-0.09357s'],235,stop_cpu_time_limit,600.1299,235
G1_SC4_instance8-k5_f7_r2_i400,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.1067,3240,0,107,3240,0,0,"{1: 973, 2: 1080, 3: 1080}",0.1456,54352,6277,3445,80584,1080,8473,6277,14,3155,0.0226,3240,"{1: 1080, 2: 1080, 3: 1080}",['248-0.10729s'],248,stop_cpu_time_limit,600.1237,248
G1_SC4_instance9-k5_f9_r2_i500,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.1281,3012,5,100,3007,0,0,"{1: 907, 2: 1003, 3: 1002}",0.1519,45750,6169,3253,73533,1002,16010,6169,72,3075,0.0250,3003,"{1: 1007, 2: 1003, 3: 1002}","['353-0.12861s', '358-0.30214s', '364-0.99642s', '398-1.16791s', '416-1.44336s', '427-1.57756s']",353,stop_cpu_time_limit,600.0457,427
G1_SC4_instance10-k5_f10_r2_i500,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.0984,3027,0,100,3027,0,0,"{1: 909, 2: 1009, 3: 1009}",0.1613,36580,4313,3120,75656,1009,6576,4313,30,2154,0.0291,3027,"{1: 1009, 2: 1009, 3: 1009}",['394-0.09902s'],394,stop_cpu_time_limit,600.3321,394
G1_SC4_instance11-k5_f12_r2_i600,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.1190,2572,8,84,2564,0,0,"{1: 778, 2: 856, 3: 854}",0.1850,35070,5299,2557,68504,854,18032,5299,85,2643,0.0257,1536,"{1: 862, 2: 856, 3: 854}","['358-0.11971s', '368-1.08194s', '373-2.05619s', '376-11.50393s', '413-11.71908s', '430-12.98130s', '439-244.27125s', '465-245.80043s', '492-248.29464s']",358,stop_cpu_time_limit,600.3658,492
G1_SC4_instance12-k5_f10_r2_i600,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.1502,2675,2,87,2673,0,0,"{1: 806, 2: 891, 3: 891}",0.1761,36160,5669,2725,67280,891,20702,5669,175,2809,0.0244,2580,"{1: 893, 2: 891, 3: 891}","['375-0.15107s', '387-19.88245s', '398-22.04063s']",375,stop_cpu_time_limit,600.1454,398
G1_SC4_instance13-k10_f7_r2_i400,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.1390,17,1,0,16,0,0,"{1: 6, 2: 6, 3: 5}",0.1600,0,1,17,490,5,10,1,0,1,0.0024,3,"{1: 6, 2: 6, 3: 5}","['158-0.13967s', '164-2.35151s']",158,stop_instance_optimum,2.8701,164
G1_SC4_instance14-k10_f7_r2_i400,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.0931,2901,0,96,2901,0,0,"{1: 871, 2: 967, 3: 967}",0.1751,36675,5871,2890,81176,967,22227,5871,45,2926,0.0183,2901,"{1: 967, 2: 967, 3: 967}",['174-0.09380s'],174,stop_cpu_time_limit,600.6163,174
G1_SC4_instance15-k10_f8_r2_i500,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.1502,3784,1,126,3783,0,0,"{1: 1136, 2: 1261, 3: 1261}",0.1522,7714,4980,4242,90600,1261,42163,4980,29,2388,0.0083,3783,"{1: 1262, 2: 1261, 3: 1261}","['275-0.15105s', '282-0.27059s']",275,stop_cpu_time_limit,600.2590,282
G1_SC4_instance16-k10_f9_r2_i500,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.1139,2655,0,88,2655,0,0,"{1: 797, 2: 885, 3: 885}",0.2006,22947,3062,2580,75957,885,7698,3062,68,1596,0.0269,2655,"{1: 885, 2: 885, 3: 885}",['279-0.11502s'],279,stop_cpu_time_limit,600.5176,279
G1_SC4_instance17-k10_f9_r2_i600,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.1716,2535,0,84,2535,0,0,"{1: 761, 2: 845, 3: 845}",0.1855,33945,4482,2888,60356,845,10875,4482,7,2275,0.0320,2535,"{1: 845, 2: 845, 3: 845}",['315-0.17228s'],315,stop_cpu_time_limit,600.0940,315
G1_SC4_instance18-k10_f12_r2_i600,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.1421,2476,2,81,2474,0,0,"{1: 745, 2: 825, 3: 825}",0.1965,31109,4608,2614,64379,824,14979,4608,9,2328,0.0277,513,"{1: 826, 2: 825, 3: 825}","['438-0.14276s', '458-15.07666s', '463-510.66217s']",438,stop_cpu_time_limit,600.1837,463
G2_instance1-k10_f11_r2_i600,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.1863,2811,0,93,2811,0,0,"{1: 844, 2: 937, 3: 937}",0.1927,22773,4748,2724,80532,937,24778,4748,16,2404,0.0158,2811,"{1: 937, 2: 937, 3: 937}",['278-0.18700s'],278,stop_cpu_time_limit,600.5963,278
G2_instance2-k10_f10_r2_i600,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.1366,2800,1,93,2799,0,0,"{1: 841, 2: 933, 3: 933}",0.1713,38279,5445,2737,78038,933,16225,5445,15,2729,0.0247,2796,"{1: 934, 2: 933, 3: 933}","['178-0.13722s', '213-0.83953s']",178,stop_cpu_time_limit,600.0631,213
G2_instance3-k10_f12_r4_i600,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.2446,2936,2,97,2934,0,0,"{1: 883, 2: 978, 3: 978}",0.1829,15856,5758,2920,78632,978,41731,5758,4,2895,0.0138,2814,"{1: 980, 2: 978, 3: 978}","['295-0.24522s', '334-0.44638s', '382-24.35354s']",295,stop_cpu_time_limit,600.5016,382
G2_instance4-k10_f12_r4_i600,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.2436,2495,1,82,2494,0,0,"{1: 750, 2: 832, 3: 831}",0.2092,21123,4916,2431,70547,831,28070,4916,15,2460,0.0190,2175,"{1: 832, 2: 832, 3: 831}","['263-0.24422s', '282-80.10280s']",263,stop_cpu_time_limit,600.0587,282
G2_instance5-k10_f10_r6_i600,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.2674,2440,3,80,2437,0,0,"{1: 735, 2: 813, 3: 812}",0.2340,8955,2925,2426,66351,812,20351,2925,25,1492,0.0158,801,"{1: 815, 2: 813, 3: 812}","['234-0.26803s', '252-1.31559s', '258-226.63206s', '264-408.33705s']",234,stop_cpu_time_limit,600.3319,264
G2_instance6-k10_f11_r6_i600,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.2704,2786,2,92,2784,0,0,"{1: 837, 2: 929, 3: 928}",0.2220,100,66,2717,78203,927,565,66,4,30,0.0097,2763,"{1: 929, 2: 929, 3: 928}","['210-0.27107s', '219-2.67842s', '225-5.17246s']",210,stop_cpu_time_limit,600.4045,225
G2_instance7-k10_f10_r8_i600,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.3385,1968,0,65,1968,0,0,"{1: 591, 2: 656, 3: 656}",0.2952,6308,1084,1960,53830,656,4553,1084,23,561,0.0331,1968,"{1: 656, 2: 656, 3: 656}",['218-0.33907s'],218,stop_cpu_time_limit,600.0690,218
G2_instance8-k10_f9_r8_i600,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.3244,1992,0,66,1992,0,0,"{1: 598, 2: 664, 3: 664}",0.2851,7853,2282,1976,54321,664,15036,2282,27,1136,0.0217,1992,"{1: 664, 2: 664, 3: 664}",['274-0.32495s'],274,stop_cpu_time_limit,600.6225,274
G3_instance1-k10_f12_r2_i600,vnds,600,3,0,0,10,10,30,20,30,True,True,True,True,False,False,False,False,0.1351,3324,2,109,3322,0,0,"{1: 1000, 2: 1108, 3: 1107}",0.1831,1260,1730,3232,95546,1107,16077,1730,8,743,0.0059,567,"{1: 1109, 2: 1108, 3: 1107}","['319-0.13571s', '333-502.73763s', '337-503.40939s']",319,stop_cpu_time_limit,600.4928,337
