Item 319 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 320 - ['-0.0000', '0.5975', '-0.0000', '0.4025', '-0.0000']
Item 321 - ['0.1409', '-0.0000', '0.8591', '-0.0000', '-0.0000']
Item 322 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '1.0000']
Item 323 - ['-0.0000', '-0.0000', '-0.0000', '1.0000', '-0.0000']
Item 324 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '1.0000']
Item 325 - ['-0.0000', '-0.0000', '-0.0000', '1.0000', '-0.0000']
Item 326 - ['1.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 327 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 328 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 329 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 330 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 331 - ['-130.3741', '-130.3741', '-130.3741', '-130.3741', '-130.3741']
Item 332 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 333 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 334 - ['-0.0000', '-0.0000', '-0.0000', '0.2808', '0.7158']
Item 335 - ['-0.0000', '0.7587', '-0.0000', '0.2379', '-0.0000']
Item 336 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '0.9966']
Item 337 - ['0.9966', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 338 - ['0.2611', '-0.0000', '0.7355', '-0.0000', '-0.0000']
Item 339 - ['-0.0000', '-0.0000', '-0.0000', '0.9966', '-0.0000']
Item 340 - ['0.9966', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 341 - ['0.7653', '-0.0000', '-0.0000', '0.2313', '-0.0000']
Item 342 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 343 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 344 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 345 - ['-467.9786', '-467.9786', '-467.9786', '-467.9786', '-467.9786']
Item 346 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 347 - ['-0.0000', '-0.0000', '0.7026', '0.2974', '-0.0000']
Item 348 - ['1.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 349 - ['-0.0000', '0.7449', '-0.0000', '0.2551', '-0.0000']
Item 350 - ['-0.0000', '-0.0000', '1.0000', '-0.0000', '-0.0000']
Item 351 - ['0.4339', '-0.0000', '-0.0000', '0.5661', '-0.0000']
Item 352 - ['-0.0000', '-0.0000', '-0.0000', '1.0000', '-0.0000']
Item 353 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 354 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 355 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 356 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 357 - ['-533.9117', '-533.9117', '-533.9117', '-533.9117', '-533.9117']
Item 358 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 359 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 360 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 361 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 362 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 363 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 364 - ['-151.5717', '-151.5717', '-151.5717', '-151.5717', '-151.5717']
Item 365 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 366 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 367 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 368 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 369 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 370 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 371 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 372 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 373 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 374 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 375 - ['-638.7728', '-638.7728', '-638.7728', '-638.7728', '-638.7728']
Item 376 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 377 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 378 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 379 - ['-552.1842', '-552.1842', '-552.1842', '-552.1842', '-552.1842']
Item 380 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 381 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 382 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 383 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 384 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 385 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 386 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 387 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 388 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 389 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 390 - ['-449.9033', '-449.9033', '-449.9033', '-449.9033', '-449.9033']
Item 391 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 392 - ['-184.7645', '-184.7645', '-184.7645', '-184.7645', '-184.7645']
Item 393 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 394 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 395 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 396 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 397 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 398 - ['0.2791', '-0.0000', '-0.0000', '-0.0000', '0.7209']
Item 399 - ['-0.0000', '-0.0000', '-0.0000', '1.0000', '-0.0000']
Item 400 - ['-0.0000', '0.4228', '0.4547', '-0.0000', '0.1225']
Item 401 - ['-0.0000', '-0.0000', '0.3632', '0.1688', '0.4680']
Item 402 - ['-0.0000', '-0.0000', '0.6956', '0.3044', '-0.0000']
Item 403 - ['-0.0000', '0.5675', '-0.0000', '-0.0000', '0.4325']
Item 404 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '1.0000']
Item 405 - ['-61.8263', '-61.8263', '-61.8263', '-61.8263', '-61.8263']
Item 406 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 407 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 408 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 409 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 410 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 411 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 412 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 413 - ['-19.4500', '-19.4500', '-19.4500', '-19.4500', '-19.4500']
Item 414 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 415 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 416 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 417 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 418 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 419 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 420 - ['-675.9556', '-675.9556', '-675.9556', '-675.9556', '-675.9556']
Item 421 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 422 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 423 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 424 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 425 - ['-0.0000', '-0.0000', '1.0000', '-0.0000', '-0.0000']
Item 426 - ['0.2453', '0.5037', '-0.0000', '-0.0000', '0.2510']
Item 427 - ['0.5856', '-0.0000', '0.3375', '0.0770', '-0.0000']
Item 428 - ['-0.0000', '0.5107', '-0.0000', '0.4893', '-0.0000']
Item 429 - ['0.5782', '-0.0000', '-0.0000', '-0.0000', '0.4218']
Item 430 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 431 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 432 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 433 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 434 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 435 - ['-60.7271', '-60.7271', '-60.7271', '-60.7271', '-60.7271']
Item 436 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 437 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 438 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 439 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 440 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 441 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 442 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 443 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 444 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 445 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 446 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 447 - ['-150.2105', '-150.2105', '-150.2105', '-150.2105', '-150.2105']
Item 448 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 449 - ['0.0205', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 450 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '0.0205']
Item 451 - ['-0.0000', '-0.0000', '0.0205', '-0.0000', '-0.0000']
Item 452 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '0.0205']
Item 453 - ['0.0205', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 454 - ['-0.0000', '-0.0000', '-0.0000', '0.0205', '-0.0000']
Item 455 - ['-0.0000', '-0.0000', '-0.0000', '0.0205', '-0.0000']
Item 456 - ['-0.0000', '0.0205', '-0.0000', '-0.0000', '-0.0000']
Item 457 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 458 - ['-869.7355', '-869.7355', '-869.7355', '-869.7355', '-869.7355']
Item 459 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 460 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 461 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 462 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 463 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 464 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 465 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 466 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 467 - ['-499.2367', '-499.2367', '-499.2367', '-499.2367', '-499.2367']
Item 468 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 469 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 470 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 471 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 472 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 473 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 474 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 475 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 476 - ['-175.5351', '-175.5351', '-175.5351', '-175.5351', '-175.5351']
Item 477 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 478 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 479 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 480 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 481 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 482 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 483 - ['-130.1191', '-130.1191', '-130.1191', '-130.1191', '-130.1191']
Item 484 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 485 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 486 - ['-0.0000', '0.0803', '0.2900', '-0.0000', '0.6297']
Item 487 - ['0.3968', '0.4176', '0.1857', '-0.0000', '-0.0000']
Item 488 - ['-0.0000', '-0.0000', '0.4115', '0.5885', '-0.0000']
Item 489 - ['-0.0000', '0.5136', '0.4864', '-0.0000', '-0.0000']
Item 490 - ['0.0671', '-0.0000', '-0.0000', '0.6071', '0.3258']
Item 491 - ['0.2761', '0.4465', '-0.0000', '0.0239', '0.2536']
Item 492 - ['0.1926', '-0.0000', '-0.0000', '0.4394', '0.3680']
Item 493 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 494 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 495 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 496 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 497 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 498 - ['-0.0000', '-0.0000', '-0.0000', '-0.0000', '-0.0000']
Item 499 - ['-642.0711', '-642.0711', '-642.0711', '-642.0711', '-642.0711']
