INFO | Starting VNDS algorithm
INFO | Initial solution value: 84							0.0058s
INFO | New best solution found: 183							3.2192s
INFO | New best solution found: 205							3.3446s
INFO | New best solution found: 279							4.4081s
INFO | New best solution found: 305							5.7911s
INFO | New best solution found: 340							6.1958s
INFO | New best solution found: 349							23.4345s
INFO | New best solution found: 357							117.2264s
INFO | New best solution found: 383							238.9143s
INFO | New best solution found: 387							239.3440s
INFO | New best solution found: 389							532.4159s
CRIT | Time limit reached
