instance_id,solver_name,-t,-k,-i,-ni,-is,-mi,-fa,-ks,-r,-wi,-wk,-wa,-wr,-rwa,-swa,-swr,-rwr,building_solution_time,iterations_counter,improvements_counter,-r (restart) counter,improve_top_solution_success_counter,not_improvements_counter,no_families_to_remove_counter,unfeasible_add_random_families_counter,removal_number_values,mean_shaking_time,-mi limit reached,-is limit reached,-fa limit reached,-ks limit reached,reached_k_max_counter,discarded_get_best_neighbor,improvement_failures_counter,improvement_successes_counter,vnd_iterations_counter,mean_get_best_neighbor_time,final_iterations_without_improvement,vnds_k_values_counter,top_solutions,TTB,ITB,max_solutions_distance,initial_solution_obj_value,stopping_cause,execution_time,obj_value
instance05_bucket1,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,150,0,1,0,150,0,0,"{1: 74, 2: 75}",0.0000,0,2040,0,0,75,20466,2040,15,164,0.0163,150,"{1: 75, 2: 75}",['114856-0.00128s-0'],0.00128,0,0,114856,stop_iterations_without_improvement_limit,18.9528,114856
instance05_bucket2,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,234,6,1,0,228,0,0,"{1: 119, 2: 114}",0.0022,0,3148,0,2,114,31556,3148,24,257,0.0202,150,"{1: 120, 2: 114}","['114856-0.00133s-0', '150207-0.21055s-1', '152892-0.32237s-2', '153170-6.70373s-37', '153494-7.57120s-42', '153726-8.56426s-47', '154269-14.42875s-84']",14.42875,84,37,114856,stop_iterations_without_improvement_limit,36.8823,154269
instance05_bucket3,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,291,13,1,0,278,0,0,"{1: 151, 2: 139}",0.0044,0,3999,0,8,139,40176,3999,40,327,0.0256,34,"{1: 152, 2: 139}","['154269-0.00157s-0', '193931-0.13336s-1', '196793-0.25205s-2', '196941-3.10001s-15', '197867-3.43224s-16', '198567-3.55001s-17', '199533-6.53337s-32', '199739-6.65270s-33', '200637-23.77985s-112', '201046-24.23972s-115', '201725-31.81593s-154', '201924-31.99820s-155', '202462-49.87490s-240', '202549-53.11904s-257']",53.11904,257,85,154269,stop_cpu_time_limit,60.0523,202549
instance05_bucket4,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,83,6,0,0,77,0,1168,"{1: 45, 2: 38}",0.4226,1,1175,26,1247,39,11798,1175,15,97,0.0377,23,"{1: 45, 2: 38}","['202549-0.00181s-0', '229035-0.33551s-1', '231693-0.65678s-2', '233540-2.62239s-5', '234109-5.44035s-12', '236167-7.35521s-15', '236200-43.28056s-60']",43.28056,60,45,202549,stop_cpu_time_limit,60.2240,236200
instance05_bucket5,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,82,1,1,0,81,0,1171,"{1: 42, 2: 39}",0.4444,1,1098,27,1252,41,11001,1098,7,89,0.0387,19,"{1: 42, 2: 40}","['236200-0.00251s-0', '237406-44.01777s-63']",44.01777,63,63,236200,stop_cpu_time_limit,60.0766,237406
instance05_bucket6,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,89,5,0,0,84,0,1096,"{1: 47, 2: 42}",0.3903,0,1244,20,1185,42,12491,1244,12,101,0.0360,35,"{1: 47, 2: 42}","['237406-0.00197s-0', '237718-13.96884s-19', '239026-14.99309s-20', '239301-27.98562s-40', '240622-31.25243s-47', '241073-35.62054s-54']",35.62054,54,20,237406,stop_cpu_time_limit,60.2113,241073
instance05_bucket7,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,91,3,0,0,88,0,1010,"{1: 47, 2: 44}",0.3554,0,1237,14,1101,44,12411,1237,10,100,0.0400,27,"{1: 47, 2: 44}","['241073-0.00308s-0', '241690-13.07437s-20', '241723-34.07789s-53', '242562-41.96151s-64']",41.96151,64,33,241073,stop_cpu_time_limit,60.3655,242562
instance05_bucket8,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,75,2,0,0,73,0,1174,"{1: 39, 2: 36}",0.4918,0,1043,20,1249,37,10459,1043,9,84,0.0395,23,"{1: 39, 2: 36}","['242562-0.00196s-0', '242656-7.12039s-9', '242715-40.92359s-52']",40.92359,52,43,242562,stop_cpu_time_limit,60.2111,242715
instance05_bucket9,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,88,0,1,0,88,0,1119,"{1: 44, 2: 43}",0.4098,1,1149,18,1206,44,11506,1149,6,94,0.0378,88,"{1: 44, 2: 44}",['242715-0.00223s-0'],0.00223,0,0,242715,stop_cpu_time_limit,60.3740,242715
instance05_bucket10,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,75,0,1,0,75,0,1232,"{1: 38, 2: 36}",0.5142,0,1069,26,1306,38,10725,1069,11,86,0.0372,75,"{1: 38, 2: 37}",['242715-0.00240s-0'],0.00240,0,0,242715,stop_cpu_time_limit,60.6548,242715
instance05_bucket11,vnds,59.82679049999933,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,82,1,1,0,81,0,1171,"{1: 41, 2: 40}",0.4548,0,1101,26,1252,41,11053,1101,8,90,0.0369,5,"{1: 42, 2: 40}","['242715-0.00196s-0', '242984-56.59665s-77']",56.59665,77,77,242715,stop_cpu_time_limit,59.9989,242984
