instance_id,solver_name,-t,-k,-i,-ni,-is,-mi,-fa,-ks,-r,-wi,-wk,-wa,-wr,-rwa,-swa,-swr,-rwr,building_solution_time,iterations_counter,improvements_counter,-r (restart) counter,improve_top_solution_success_counter,not_improvements_counter,no_families_to_remove_counter,unfeasible_add_random_families_counter,removal_number_values,mean_shaking_time,-mi limit reached,-is limit reached,-fa limit reached,-ks limit reached,reached_k_max_counter,discarded_get_best_neighbor,improvement_failures_counter,improvement_successes_counter,vnd_iterations_counter,mean_get_best_neighbor_time,final_iterations_without_improvement,vnds_k_values_counter,top_solutions,TTB,ITB,max_solutions_distance,initial_solution_obj_value,stopping_cause,execution_time,obj_value
instance02_bucket1,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,150,0,1,0,150,0,0,"{1: 74, 2: 75}",0.0000,1,2431,0,0,75,24434,2431,39,188,0.0089,150,"{1: 75, 2: 75}",['113451-0.00078s-0'],0.00078,0,0,113451,stop_iterations_without_improvement_limit,12.1467,113451
instance02_bucket2,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,276,12,1,0,264,0,0,"{1: 143, 2: 132}",0.0009,0,4127,0,2,132,41533,4127,58,330,0.0104,150,"{1: 144, 2: 132}","['113451-0.00089s-0', '139322-0.06904s-1', '155750-0.12590s-2', '155774-0.19631s-3', '156114-0.49108s-6', '156807-1.18460s-13', '156888-1.51143s-18', '157243-8.67939s-91', '157607-9.15604s-96', '158155-11.26651s-117', '158805-11.31264s-118', '160004-11.36254s-119', '160441-11.81118s-126']",11.81118,126,73,113451,stop_iterations_without_improvement_limit,24.6662,160441
instance02_bucket3,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,371,9,1,0,362,0,6,"{1: 189, 2: 181}",0.0033,0,5363,0,40,181,53902,5363,68,431,0.0132,150,"{1: 190, 2: 181}","['160441-0.00101s-0', '193344-0.07202s-1', '207223-0.14545s-2', '207701-0.21684s-3', '208405-4.00904s-32', '208509-12.59313s-101', '209344-13.47809s-108', '209425-15.87656s-133', '209635-23.46959s-200', '210072-25.77225s-221']",25.77225,221,69,160441,stop_iterations_without_improvement_limit,41.4853,210072
instance02_bucket4,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,251,10,1,0,241,0,1507,"{1: 128, 2: 122}",0.0903,3,3306,24,1707,119,33123,3306,21,271,0.0201,150,"{1: 129, 2: 122}","['210072-0.00115s-0', '233981-0.10508s-1', '237048-0.20928s-2', '238437-0.70581s-4', '240278-1.68581s-9', '240979-2.83228s-12', '241036-10.95617s-39', '241919-19.89459s-71', '242526-24.58099s-85', '247298-25.42296s-88', '249651-29.46344s-101']",29.46344,101,32,210072,stop_cpu_time_limit,60.0678,249651
instance02_bucket5,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,172,3,1,0,169,0,2401,"{1: 87, 2: 84}",0.2037,1,2189,49,2572,85,21916,2189,9,181,0.0207,139,"{1: 88, 2: 84}","['249651-0.00167s-0', '250476-2.87406s-9', '250762-9.40636s-24', '252272-12.81932s-33']",12.81932,33,15,249651,stop_cpu_time_limit,60.4456,252272
instance02_bucket6,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,153,3,1,0,150,0,2592,"{1: 78, 2: 74}",0.2479,0,1960,61,2744,75,19650,1960,9,162,0.0203,8,"{1: 78, 2: 75}","['252272-0.00165s-0', '253320-30.06358s-77', '253545-47.82647s-124', '253734-56.83182s-145']",56.83182,145,77,252272,stop_cpu_time_limit,60.1933,253734
instance02_bucket7,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,155,1,1,0,154,0,1662,"{1: 77, 2: 77}",0.1626,1,1965,22,1816,77,19673,1965,7,162,0.0203,150,"{1: 78, 2: 77}","['253734-0.00122s-0', '253763-1.51169s-5']",1.51169,5,5,253734,stop_iterations_without_improvement_limit,47.6779,253763
instance02_bucket8,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,169,2,2,0,167,0,2535,"{1: 84, 2: 83}",0.2227,0,2103,54,2702,84,21046,2103,6,175,0.0191,87,"{1: 86, 2: 83}","['253763-0.00162s-0', '254218-19.02983s-57', '254523-28.68533s-82']",28.68533,82,57,253763,stop_cpu_time_limit,60.0381,254523
instance02_bucket9,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,153,1,1,0,152,0,1628,"{1: 76, 2: 76}",0.1633,0,1911,26,1780,76,19143,1911,5,158,0.0199,150,"{1: 77, 2: 76}","['254523-0.00168s-0', '255316-0.46029s-3']",0.46029,3,3,254523,stop_iterations_without_improvement_limit,46.3926,255316
instance02_bucket10,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,193,2,2,0,191,0,1994,"{1: 95, 2: 96}",0.1591,3,2537,26,2185,95,25439,2537,15,207,0.0209,40,"{1: 97, 2: 96}","['255316-0.00168s-0', '255397-11.85826s-40', '255496-46.39451s-153']",46.39451,153,113,255316,stop_cpu_time_limit,60.3285,255496
