instance_id,solver_name,-t,-k,-i,-ni,-is,-mi,-fa,-ks,-r,-wi,-wk,-wa,-wr,-rwa,-swa,-swr,-rwr,building_solution_time,iterations_counter,improvements_counter,-r (restart) counter,improve_top_solution_success_counter,not_improvements_counter,no_families_to_remove_counter,unfeasible_add_random_families_counter,removal_number_values,mean_shaking_time,-mi limit reached,-is limit reached,-fa limit reached,-ks limit reached,reached_k_max_counter,discarded_get_best_neighbor,improvement_failures_counter,improvement_successes_counter,vnd_iterations_counter,mean_get_best_neighbor_time,final_iterations_without_improvement,vnds_k_values_counter,top_solutions,TTB,ITB,max_solutions_distance,initial_solution_obj_value,stopping_cause,execution_time,obj_value
instance03_bucket1,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,150,0,1,0,150,0,0,"{1: 74, 2: 75}",0.0001,0,1957,0,0,75,19616,1957,10,160,0.0107,150,"{1: 75, 2: 75}",['164300-0.00140s-0'],0.00140,0,0,164300,stop_iterations_without_improvement_limit,11.9557,164300
instance03_bucket2,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,183,5,1,0,178,0,0,"{1: 93, 2: 89}",0.0008,0,2280,0,0,89,22811,2280,6,189,0.0137,150,"{1: 94, 2: 89}","['164300-0.00101s-0', '223372-0.07686s-1', '223863-0.93148s-10', '225142-1.01465s-11', '225388-1.66046s-18', '225668-3.12544s-33']",3.12544,33,15,164300,stop_iterations_without_improvement_limit,18.0154,225668
instance03_bucket3,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,160,6,1,0,154,0,0,"{1: 82, 2: 77}",0.0011,0,1939,0,0,77,19399,1939,3,163,0.0173,150,"{1: 83, 2: 77}","['225668-0.00137s-0', '283746-0.09531s-1', '284797-0.17885s-2', '286125-0.26959s-3', '286662-0.58840s-6', '286856-0.67506s-7', '287589-0.99965s-10']",0.99965,10,3,225668,stop_iterations_without_improvement_limit,19.5008,287589
instance03_bucket4,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,260,6,2,0,254,0,0,"{1: 131, 2: 127}",0.0016,0,3322,0,1,127,33284,3322,15,275,0.0214,150,"{1: 133, 2: 127}","['287589-0.00185s-0', '340881-0.12318s-1', '341567-0.22581s-2', '342927-0.32868s-3', '342965-0.73009s-6', '343117-1.99031s-15', '343167-16.92895s-110']",16.92895,110,95,287589,stop_iterations_without_improvement_limit,41.1767,343167
instance03_bucket5,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,310,11,1,0,299,0,0,"{1: 159, 2: 150}",0.0023,0,4014,0,0,149,40233,4014,22,330,0.0258,44,"{1: 160, 2: 150}","['343167-0.00341s-0', '408802-0.17623s-1', '409048-4.24061s-22', '409341-7.52412s-37', '409381-12.10550s-60', '409782-19.69437s-97', '409867-21.88165s-108', '411521-22.36136s-111', '411642-22.97513s-114', '412463-23.45205s-117', '412606-31.24863s-160', '412886-51.78666s-266']",51.78666,266,106,343167,stop_cpu_time_limit,60.0271,412886
instance03_bucket6,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,259,13,1,0,246,0,0,"{1: 135, 2: 123}",0.0023,0,3460,0,1,123,34718,3460,29,286,0.0301,118,"{1: 136, 2: 123}","['412886-0.00276s-0', '417259-0.15021s-1', '486657-0.33414s-2', '487259-0.47265s-3', '487417-3.83461s-16', '487947-12.62099s-53', '487987-12.76387s-54', '488182-14.38213s-59', '488344-15.34194s-64', '488726-15.48630s-65', '490292-19.21393s-78', '490424-20.58035s-85', '491373-25.39481s-108', '491671-32.98639s-141']",32.98639,141,37,412886,stop_cpu_time_limit,60.2232,491671
instance03_bucket7,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,226,6,0,0,220,0,0,"{1: 116, 2: 110}",0.0047,0,2919,0,4,110,29249,2919,15,241,0.0354,59,"{1: 116, 2: 110}","['491671-0.00187s-0', '555853-0.22224s-1', '556697-0.89212s-4', '557135-8.26354s-31', '558398-22.47996s-79', '558796-43.22705s-156', '559126-45.76387s-167']",45.76387,167,77,491671,stop_cpu_time_limit,60.1124,559126
instance03_bucket8,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,140,7,0,0,133,0,136,"{1: 74, 2: 66}",0.0609,1,2004,0,220,67,20148,2004,26,164,0.0454,59,"{1: 74, 2: 66}","['559126-0.00208s-0', '574643-0.25381s-1', '591750-0.48972s-2', '609638-1.29187s-5', '614043-1.87355s-6', '614576-3.47840s-11', '615021-21.59544s-48', '615053-35.41655s-81']",35.41655,81,37,559126,stop_cpu_time_limit,60.1399,615053
instance03_bucket9,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,81,11,0,0,70,0,604,"{1: 45, 2: 36}",0.2993,0,1182,5,685,34,11908,1182,20,98,0.0541,38,"{1: 45, 2: 36}","['615053-0.00222s-0', '616125-0.41885s-1', '617965-0.67107s-2', '620073-1.87840s-5', '620332-4.14085s-9', '621671-4.60022s-10', '624775-6.48990s-15', '626987-10.46270s-24', '630268-11.49653s-27', '630966-14.87420s-31', '631689-15.59425s-32', '634215-26.81499s-43']",26.81499,43,11,615053,stop_cpu_time_limit,60.4404,634215
instance03_bucket10,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,78,7,0,0,71,0,664,"{1: 43, 2: 35}",0.3415,0,1080,8,742,36,10836,1080,13,90,0.0554,19,"{1: 43, 2: 35}","['634215-0.00231s-0', '635163-4.31780s-7', '636921-6.63073s-10', '637887-13.29175s-19', '638580-36.52726s-48', '639024-40.84112s-53', '639527-43.79974s-58', '640173-44.38846s-59']",44.38846,59,29,634215,stop_cpu_time_limit,60.4323,640173
instance03_bucket11,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,73,3,0,0,70,0,777,"{1: 38, 2: 35}",0.4209,1,987,8,850,35,9902,987,9,81,0.0549,9,"{1: 38, 2: 35}","['640173-0.00246s-0', '640205-20.83402s-25', '640766-23.29411s-29', '640844-52.55084s-64']",52.55084,64,35,640173,stop_cpu_time_limit,61.3526,640844
instance03_bucket12,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,70,5,0,0,65,0,771,"{1: 38, 2: 32}",0.4288,0,989,7,841,33,9946,989,14,83,0.0542,15,"{1: 38, 2: 32}","['640844-0.00238s-0', '640909-25.98684s-33', '642182-38.07239s-46', '643129-41.76434s-51', '643240-44.94471s-54', '643573-45.66766s-55']",45.66766,55,33,640844,stop_cpu_time_limit,60.3815,643573
instance03_bucket13,vnds,24.3295049999997,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,33,1,0,0,32,0,260,"{1: 17, 2: 16}",0.3182,2,434,3,293,16,4348,434,3,36,0.0586,4,"{1: 17, 2: 16}","['643573-0.00289s-0', '644411-22.77595s-29']",22.77595,29,29,643573,stop_cpu_time_limit,24.8455,644411
