instance_id,solver_name,-t,-k,-i,-ni,-is,-mi,-fa,-ks,-r,-wi,-wk,-wa,-wr,-rwa,-swa,-swr,-rwr,building_solution_time,iterations_counter,improvements_counter,-r (restart) counter,improve_top_solution_success_counter,not_improvements_counter,no_families_to_remove_counter,unfeasible_add_random_families_counter,removal_number_values,mean_shaking_time,-mi limit reached,-is limit reached,-fa limit reached,-ks limit reached,reached_k_max_counter,discarded_get_best_neighbor,improvement_failures_counter,improvement_successes_counter,vnd_iterations_counter,mean_get_best_neighbor_time,final_iterations_without_improvement,vnds_k_values_counter,top_solutions,TTB,ITB,max_solutions_distance,initial_solution_obj_value,stopping_cause,execution_time,obj_value
instance09_bucket1,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,150,0,1,0,150,0,0,"{1: 74, 2: 75}",0.0001,0,1931,0,0,75,19347,1931,10,157,0.0537,150,"{1: 75, 2: 75}",['415819-0.00322s-0'],0.00322,0,0,415819,stop_iterations_without_improvement_limit,59.6128,415819
instance09_bucket2,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,121,11,0,0,110,0,0,"{1: 66, 2: 55}",0.0052,0,1452,0,0,55,14536,1452,4,125,0.0712,8,"{1: 66, 2: 55}","['415819-0.00341s-0', '573596-0.53715s-1', '576173-1.41658s-2', '576189-7.86551s-15', '576294-8.20544s-16', '576999-12.47935s-25', '577938-12.81532s-26', '577954-14.14458s-29', '578661-16.45918s-34', '578713-19.76304s-41', '579159-50.24792s-100', '579171-56.50804s-113']",56.50804,113,59,415819,stop_cpu_time_limit,60.4868,579171
instance09_bucket3,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,89,3,0,0,86,0,0,"{1: 46, 2: 43}",0.0066,0,1124,0,0,43,11263,1124,5,94,0.0926,74,"{1: 46, 2: 43}","['579171-0.00463s-0', '754987-0.58006s-1', '757885-6.56205s-8', '757983-10.92241s-15']",10.92241,15,7,579171,stop_cpu_time_limit,60.6958,757983
instance09_bucket4,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,63,7,0,0,56,0,0,"{1: 35, 2: 28}",0.0163,0,854,0,1,28,8588,854,13,72,0.1196,40,"{1: 35, 2: 28}","['757983-0.00567s-0', '867515-0.76045s-1', '932418-1.48532s-2', '933117-13.78452s-17', '933362-14.95175s-18', '934023-17.89471s-21', '934086-18.48909s-22', '935793-19.91549s-23']",19.91549,23,15,757983,stop_cpu_time_limit,60.1372,935793
instance09_bucket5,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,50,4,0,0,46,0,0,"{1: 27, 2: 23}",0.0190,0,752,0,0,23,7554,752,11,59,0.1433,40,"{1: 27, 2: 23}","['935793-0.00692s-0', '1103764-1.00850s-1', '1103912-6.65145s-6', '1105218-7.32948s-7', '1105911-9.98521s-10']",9.98521,10,5,935793,stop_cpu_time_limit,62.7099,1105911
instance09_bucket6,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,47,5,0,0,42,0,0,"{1: 26, 2: 21}",0.0266,0,650,0,1,21,6542,650,9,55,0.1597,40,"{1: 26, 2: 21}","['1105911-0.00892s-0', '1252686-2.05939s-1', '1268190-3.69916s-2', '1268419-4.50499s-3', '1269888-5.26289s-4', '1271204-8.31039s-7']",8.31039,7,3,1105911,stop_cpu_time_limit,61.1955,1271204
instance09_bucket7,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,39,3,0,0,36,0,0,"{1: 21, 2: 18}",0.0408,0,550,0,1,18,5524,550,8,46,0.1879,10,"{1: 21, 2: 18}","['1271204-0.00929s-0', '1375547-1.60838s-1', '1416782-2.63991s-2', '1416857-47.87241s-29']",47.87241,29,27,1271204,stop_cpu_time_limit,61.1093,1416857
instance09_bucket8,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,26,7,0,0,19,0,8,"{1: 17, 2: 9}",0.2320,0,409,0,20,10,4140,409,12,36,0.2298,17,"{1: 17, 2: 9}","['1416857-0.01013s-0', '1460296-1.68857s-1', '1474036-3.05304s-2', '1480544-5.42757s-3', '1557981-7.50359s-4', '1561576-8.93782s-5', '1562106-16.10059s-8', '1577884-18.40027s-9']",18.40027,9,3,1416857,stop_cpu_time_limit,60.1848,1577884
instance09_bucket9,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,24,13,0,0,11,0,78,"{1: 18, 2: 6}",0.9196,0,295,0,102,5,2960,295,4,28,0.2344,2,"{1: 18, 2: 6}","['1577884-0.01151s-0', '1578957-7.83871s-3', '1579186-9.60063s-4', '1586576-14.83106s-7', '1601071-19.07430s-8', '1607799-20.36466s-9', '1611714-25.16725s-12', '1624289-31.62566s-14', '1625731-39.10589s-17', '1630589-41.76866s-18', '1635248-45.23185s-19', '1637132-47.00543s-20', '1644748-49.15549s-21', '1647542-55.77219s-22']",55.77219,22,3,1577884,stop_cpu_time_limit,62.1800,1647542
instance09_bucket10,vnds,34.877920099999756,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,9,0,0,0,9,0,92,"{1: 5, 2: 4}",2.3614,0,112,1,101,5,1128,112,1,10,0.2776,9,"{1: 5, 2: 4}",['1647542-0.01243s-0'],0.01243,0,0,1647542,stop_cpu_time_limit,39.0736,1647542
