instance_id,solver_name,-t,-k,-i,-ni,-is,-mi,-fa,-ks,-r,-wi,-wk,-wa,-wr,-rwa,-swa,-swr,-rwr,building_solution_time,iterations_counter,improvements_counter,-r (restart) counter,improve_top_solution_success_counter,not_improvements_counter,no_families_to_remove_counter,unfeasible_add_random_families_counter,removal_number_values,mean_shaking_time,-mi limit reached,-is limit reached,-fa limit reached,-ks limit reached,reached_k_max_counter,discarded_get_best_neighbor,improvement_failures_counter,improvement_successes_counter,vnd_iterations_counter,mean_get_best_neighbor_time,final_iterations_without_improvement,vnds_k_values_counter,top_solutions,TTB,ITB,max_solutions_distance,initial_solution_obj_value,stopping_cause,execution_time,obj_value
instance04_bucket1,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,231,1,2,1,230,0,0,"{1: 114, 2: 115}",0.0000,9,3295,0,0,115,33063,3295,36,265,0.0103,150,"{1: 116, 2: 115}","['49753-0.00058s-0', '50457-6.85453s-81']",6.85453,81,81,49753,stop_iterations_without_improvement_limit,19.0078,50457
instance04_bucket2,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,472,18,3,0,454,0,54,"{1: 241, 2: 228}",0.0044,4,6467,0,134,226,64845,6467,56,526,0.0112,150,"{1: 244, 2: 228}","['50457-0.00097s-0', '58224-0.18623s-2', '61866-0.25315s-3', '62633-0.57882s-6', '62895-0.69735s-7', '63204-0.99703s-10', '63436-1.08451s-11', '63952-1.12947s-12', '63988-1.17283s-13', '64251-4.11046s-36', '64834-4.20436s-37', '65028-5.27929s-50', '65199-6.11645s-59', '65693-16.47837s-149', '66888-17.27696s-158', '67284-17.91747s-165', '67315-22.26111s-210', '67818-24.87295s-237', '67982-31.45883s-322']",31.45883,322,90,50457,stop_iterations_without_improvement_limit,43.1383,67982
instance04_bucket3,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,201,10,1,0,191,0,2983,"{1: 103, 2: 97}",0.1572,27,2748,87,3182,94,27566,2748,23,222,0.0187,24,"{1: 104, 2: 97}","['67982-0.00099s-0', '68961-0.48547s-3', '71122-1.55072s-7', '71614-2.38575s-10', '71734-3.03929s-15', '71877-4.72941s-21', '72151-6.98454s-28', '72736-7.29939s-30', '73298-7.54408s-31', '73850-51.37710s-174', '73970-52.37930s-177']",52.37930,177,143,67982,stop_cpu_time_limit,60.1577,73970
instance04_bucket4,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,182,2,1,0,180,0,3036,"{1: 91, 2: 90}",0.1829,14,2753,87,3217,90,27667,2753,38,217,0.0175,26,"{1: 92, 2: 90}","['73970-0.00099s-0', '74233-33.65881s-101', '74692-50.77613s-156']",50.77613,156,101,73970,stop_cpu_time_limit,60.0195,74692
instance04_bucket5,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,159,1,1,0,158,0,2592,"{1: 79, 2: 79}",0.1791,17,2419,67,2750,79,24327,2419,33,186,0.0200,150,"{1: 80, 2: 79}","['74692-0.00107s-0', '74903-2.87268s-9']",2.87268,9,9,74692,stop_iterations_without_improvement_limit,55.2010,74903
instance04_bucket6,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,150,0,2,0,150,0,2132,"{1: 73, 2: 75}",0.1565,13,2133,57,2280,75,21413,2133,21,171,0.0177,150,"{1: 75, 2: 75}",['74903-0.00117s-0'],0.00117,0,0,74903,stop_iterations_without_improvement_limit,44.2521,74903
instance04_bucket7,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,150,0,2,0,150,0,2439,"{1: 73, 2: 75}",0.1792,20,2091,64,2587,75,20965,2091,19,168,0.0198,150,"{1: 75, 2: 75}",['74903-0.00104s-0'],0.00104,0,0,74903,stop_iterations_without_improvement_limit,49.5979,74903
instance04_bucket8,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,150,0,2,0,150,0,2258,"{1: 73, 2: 75}",0.1666,26,2034,60,2406,75,20356,2034,15,164,0.0218,150,"{1: 75, 2: 75}",['74903-0.00107s-0'],0.00107,0,0,74903,stop_iterations_without_improvement_limit,49.3006,74903
instance04_bucket9,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,150,0,2,0,150,0,2503,"{1: 73, 2: 75}",0.1826,36,2149,70,2651,75,21563,2149,26,171,0.0229,150,"{1: 75, 2: 75}",['74903-0.00108s-0'],0.00108,0,0,74903,stop_iterations_without_improvement_limit,54.4090,74903
instance04_bucket10,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,187,2,1,0,185,0,3079,"{1: 94, 2: 92}",0.1789,10,2616,88,3265,93,26260,2616,28,212,0.0184,79,"{1: 95, 2: 92}","['74903-0.00199s-0', '75446-33.91576s-105', '75657-35.09703s-108']",35.09703,108,105,74903,stop_cpu_time_limit,60.2388,75657
