instance_id,solver_name,-t,-k,-i,-ni,-is,-mi,-fa,-ks,-r,-wi,-wk,-wa,-wr,-rwa,-swa,-swr,-rwr,building_solution_time,iterations_counter,improvements_counter,-r (restart) counter,improve_top_solution_success_counter,not_improvements_counter,no_families_to_remove_counter,unfeasible_add_random_families_counter,removal_number_values,mean_shaking_time,-mi limit reached,-is limit reached,-fa limit reached,-ks limit reached,reached_k_max_counter,discarded_get_best_neighbor,improvement_failures_counter,improvement_successes_counter,vnd_iterations_counter,mean_get_best_neighbor_time,final_iterations_without_improvement,vnds_k_values_counter,top_solutions,TTB,ITB,max_solutions_distance,initial_solution_obj_value,stopping_cause,execution_time,obj_value
instance06_bucket1,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,150,0,1,0,150,0,0,"{1: 74, 2: 75}",0.0001,0,1956,0,0,75,19612,1956,10,159,0.0240,150,"{1: 75, 2: 75}",['172157-0.00226s-0'],0.00226,0,0,172157,stop_iterations_without_improvement_limit,26.8380,172157
instance06_bucket2,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,203,9,1,0,194,0,0,"{1: 105, 2: 97}",0.0022,0,2782,0,1,97,27916,2782,25,227,0.0308,150,"{1: 106, 2: 97}","['172157-0.00241s-0', '238758-0.18270s-1', '238867-0.34624s-2', '238895-1.13246s-5', '239247-1.30324s-6', '239863-1.90510s-9', '240369-3.17450s-14', '242020-3.77606s-17', '242710-3.92231s-18', '242874-12.46678s-53']",12.46678,53,35,172157,stop_iterations_without_improvement_limit,49.7268,242874
instance06_bucket3,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,202,9,1,0,193,0,0,"{1: 104, 2: 97}",0.0029,0,2644,0,0,96,26492,2644,18,219,0.0391,102,"{1: 105, 2: 97}","['242874-0.00208s-0', '299615-0.25107s-1', '300741-0.45245s-2', '302953-1.20823s-5', '303156-2.11457s-8', '305192-2.29810s-9', '306003-3.90318s-15', '307189-7.44475s-26', '307879-12.00459s-41', '308043-29.28758s-100']",29.28758,100,59,242874,stop_cpu_time_limit,60.1788,308043
instance06_bucket4,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,156,12,0,0,144,0,0,"{1: 84, 2: 72}",0.0041,0,2138,0,0,72,21467,2138,25,177,0.0483,2,"{1: 84, 2: 72}","['308043-0.00270s-0', '366507-0.34404s-1', '369004-1.50883s-4', '369935-1.74345s-5', '370752-3.59950s-10', '371488-16.49888s-35', '372628-17.79167s-38', '373896-18.01748s-39', '373901-19.35134s-42', '375270-21.49755s-47', '375592-27.74057s-64', '375719-44.90407s-111', '376014-59.54437s-154']",59.54437,154,47,308043,stop_cpu_time_limit,60.2045,376014
instance06_bucket5,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,140,8,0,0,132,0,0,"{1: 74, 2: 66}",0.0043,0,1792,0,0,66,17949,1792,11,151,0.0576,4,"{1: 74, 2: 66}","['376014-0.00295s-0', '445809-0.32993s-1', '446287-13.05518s-32', '446435-17.01540s-41', '446568-18.04893s-44', '447344-18.31595s-45', '447513-28.88172s-70', '448440-32.90558s-79', '448920-57.98089s-136']",57.98089,136,57,376014,stop_cpu_time_limit,60.0664,448920
instance06_bucket6,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,103,5,0,0,98,0,0,"{1: 54, 2: 49}",0.0121,0,1460,0,4,49,14676,1460,18,118,0.0706,70,"{1: 54, 2: 49}","['448920-0.00320s-0', '481276-0.46196s-1', '508657-0.88296s-2', '510010-1.19345s-3', '511184-1.50356s-4', '511700-16.50872s-33']",16.50872,33,29,448920,stop_cpu_time_limit,60.2988,511700
instance06_bucket7,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,55,6,0,0,49,0,18,"{1: 30, 2: 25}",0.0769,1,942,0,46,24,9516,942,24,76,0.1060,26,"{1: 30, 2: 25}","['511700-0.00557s-0', '522042-1.15693s-2', '563521-1.78342s-3', '570367-2.54686s-4', '570849-3.86632s-5', '571371-5.79693s-6', '572020-32.27741s-29']",32.27741,29,23,511700,stop_cpu_time_limit,60.6394,572020
instance06_bucket8,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,34,10,0,0,24,0,262,"{1: 22, 2: 12}",0.6896,1,530,1,296,12,5380,530,16,46,0.1249,11,"{1: 22, 2: 12}","['572020-0.00554s-0', '583413-0.64313s-1', '583755-1.30807s-2', '589826-2.65312s-3', '590909-3.69954s-4', '591732-8.44559s-6', '594286-9.60697s-7', '595091-29.54213s-16', '597116-31.75101s-17', '599481-43.20041s-22', '600409-44.69831s-23']",44.69831,23,9,572020,stop_cpu_time_limit,61.0771,600409
instance06_bucket9,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,31,3,0,0,28,0,292,"{1: 17, 2: 14}",0.8177,0,484,3,323,14,4883,484,9,40,0.1324,14,"{1: 17, 2: 14}","['600409-0.00513s-0', '602196-17.83363s-7', '602204-25.50138s-12', '602609-32.81933s-17']",32.81933,17,7,600409,stop_cpu_time_limit,61.3505,602609
instance06_bucket10,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,26,4,0,0,22,0,307,"{1: 15, 2: 11}",0.9855,4,412,3,333,11,4150,412,11,36,0.1513,6,"{1: 15, 2: 11}","['602609-0.00541s-0', '602669-22.27735s-9', '603625-28.93138s-12', '604359-44.91835s-19', '609109-46.20739s-20']",46.20739,20,9,602609,stop_cpu_time_limit,60.7036,609109
