instance_id,solver_name,-t,-k,-i,-ni,-is,-mi,-fa,-ks,-r,-wi,-wk,-wa,-wr,-rwa,-swa,-swr,-rwr,building_solution_time,iterations_counter,improvements_counter,-r (restart) counter,improve_top_solution_success_counter,not_improvements_counter,no_families_to_remove_counter,unfeasible_add_random_families_counter,removal_number_values,mean_shaking_time,-mi limit reached,-is limit reached,-fa limit reached,-ks limit reached,reached_k_max_counter,discarded_get_best_neighbor,improvement_failures_counter,improvement_successes_counter,vnd_iterations_counter,mean_get_best_neighbor_time,final_iterations_without_improvement,vnds_k_values_counter,top_solutions,TTB,ITB,max_solutions_distance,initial_solution_obj_value,stopping_cause,execution_time,obj_value
instance10_bucket1,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,150,0,1,0,150,0,0,"{1: 74, 2: 75}",0.0001,0,1908,0,0,75,19104,1908,7,156,0.0331,150,"{1: 75, 2: 75}",['284003-0.00223s-0'],0.00223,0,0,284003,stop_iterations_without_improvement_limit,36.2715,284003
instance10_bucket2,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,175,15,0,0,160,0,3,"{1: 95, 2: 80}",0.0087,0,2163,0,11,81,21673,2163,9,183,0.0470,0,"{1: 95, 2: 80}","['284003-0.00210s-0', '323073-0.30937s-1', '365006-0.63449s-2', '382493-1.70514s-5', '394840-2.02170s-6', '397951-3.68782s-11', '398409-6.54361s-18', '398934-12.20357s-33', '399196-16.21775s-44', '399669-17.08449s-47', '400553-17.95036s-50', '401093-25.13273s-71', '401149-33.04789s-94', '401171-34.25223s-97', '402250-56.46426s-164', '402634-60.19824s-175']",60.19824,175,67,284003,stop_cpu_time_limit,60.1983,402634
instance10_bucket3,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,62,16,0,0,46,0,463,"{1: 38, 2: 24}",0.4591,2,773,7,525,22,7759,773,8,68,0.0715,3,"{1: 38, 2: 24}","['402634-0.00322s-0', '421846-0.37557s-1', '440656-0.91832s-2', '444166-2.34730s-5', '444539-2.66337s-6', '445403-7.80347s-12', '446719-9.90527s-15', '446832-13.69968s-18', '446874-15.62637s-21', '447156-20.40827s-26', '447496-20.89668s-27', '447710-25.63452s-29', '449390-25.99634s-30', '450331-32.40643s-36', '451445-40.39698s-43', '453778-46.39259s-46', '454108-57.64126s-59']",57.64126,59,13,402634,stop_cpu_time_limit,60.1176,454108
instance10_bucket4,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,55,2,0,0,53,0,491,"{1: 29, 2: 26}",0.5397,1,755,7,546,27,7575,755,5,60,0.0736,29,"{1: 29, 2: 26}","['454108-0.00381s-0', '455088-0.49556s-1', '456082-29.18662s-26']",29.18662,26,25,454108,stop_cpu_time_limit,61.1430,456082
instance10_bucket5,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,56,2,0,0,54,0,481,"{1: 29, 2: 27}",0.5267,0,754,10,537,27,7566,754,7,61,0.0727,4,"{1: 29, 2: 27}","['456082-0.00328s-0', '456507-12.20522s-13', '456557-57.07373s-52']",57.07373,52,39,456082,stop_cpu_time_limit,60.6444,456557
instance10_bucket6,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,59,1,0,0,58,0,401,"{1: 30, 2: 29}",0.4283,2,843,6,460,29,8462,843,7,66,0.0734,8,"{1: 30, 2: 29}","['456557-0.00317s-0', '456721-53.20378s-51']",53.20378,51,51,456557,stop_cpu_time_limit,60.2224,456721
instance10_bucket7,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,55,0,0,0,55,0,517,"{1: 28, 2: 27}",0.5762,0,748,10,572,28,7507,748,7,60,0.0694,55,"{1: 28, 2: 27}",['456721-0.00437s-0'],0.00437,0,0,456721,stop_cpu_time_limit,61.2412,456721
instance10_bucket8,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,54,1,0,0,53,0,538,"{1: 28, 2: 26}",0.6032,0,709,10,592,27,7120,709,5,58,0.0713,43,"{1: 28, 2: 26}","['456721-0.00329s-0', '457552-12.21254s-11']",12.21254,11,11,456721,stop_cpu_time_limit,61.3469,457552
instance10_bucket9,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,60,1,1,0,59,0,448,"{1: 31, 2: 28}",0.4809,0,819,8,507,30,8226,819,9,66,0.0679,5,"{1: 31, 2: 29}","['457552-0.00379s-0', '458750-55.68295s-55']",55.68295,55,55,457552,stop_cpu_time_limit,60.1060,458750
instance10_bucket10,vnds,60.0,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,41,0,0,0,41,0,641,"{1: 21, 2: 20}",0.9090,0,537,13,682,21,5382,537,3,44,0.0757,41,"{1: 21, 2: 20}",['458750-0.00332s-0'],0.00332,0,0,458750,stop_cpu_time_limit,60.3148,458750
instance10_bucket11,vnds,15.881500500001493,2,0,150,10,100,30,20,80,True,True,True,True,False,False,False,False,0.0000,12,0,0,0,12,0,166,"{1: 6, 2: 6}",0.8208,0,165,2,178,6,1659,165,1,13,0.0718,12,"{1: 6, 2: 6}",['458750-0.00341s-0'],0.00341,0,0,458750,stop_cpu_time_limit,16.5711,458750
