instance_id,solver_name,-t,-k,-i,-ni,-is,-mi,-fa,-ks,-r,-wi,-wk,-wa,-wr,-rwa,-swa,-swr,-rwr,RIMUOVERE-removed-counter,RIMUOVERE-selected-counter,RIMUOVERE-not-selected-counter,RIMUOVERE-try-add-counter,RIMUOVERE-item-to-move-counter,RIMUOVERE-knapsack-selection-counter,building_solution_time,iterations_counter,improvements_counter,improve_top_solution_counter,improve_top_solution_success_counter,not_improvements_counter,no_families_to_remove_counter,unfeasible_add_random_families_counter,removal_number_values,mean_shaking_time,-r (restart) counter,-mi limit reached,-is limit reached,-fa limit reached,-ks limit reached,reached_k_max_counter,discarded_get_best_neighbor,improvement_failures_counter,improvement_successes_counter,vnd_iterations_counter,mean_get_best_neighbor_time,final_iterations_without_improvement,vnds_k_values_counter,top_solutions,TTB,ITB,max_solutions_distance,initial_solution_obj_value,stopping_cause,execution_time,obj_value
instance11_bucket1,vnds,100.0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,{},{},{},{},{},{},0.0000,0,0,0,0,0,0,0,{},0.0000,0,0,0,0,0,0,0,0,0,0,0.0000,0,{},[],-,-,0,0,stop_cpu_time_limit,101.2002,1413173
instance11_bucket2,vnds,100.0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,{},{},{},{},{},{},0.0000,0,0,0,0,0,0,0,{},0.0000,0,0,0,0,0,0,0,0,0,0,0.0000,0,{},[],-,-,0,0,stop_cpu_time_limit,102.2444,1413173
instance11_bucket3,vnds,100.0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,{},{},{},{},{},{},0.0000,0,0,0,0,0,0,0,{},0.0000,0,0,0,0,0,0,0,0,0,0,0.0000,0,{},[],-,-,0,0,stop_cpu_time_limit,102.2747,1413173
instance11_bucket4,vnds,100.0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,{},{},{},{},{},{},0.0000,0,0,0,0,0,0,0,{},0.0000,0,0,0,0,0,0,0,0,0,0,0.0000,0,{},[],-,-,0,0,stop_cpu_time_limit,102.2304,1413173
instance11_bucket5,vnds,100.0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,{},{},{},{},{},{},0.0000,0,0,0,0,0,0,0,{},0.0000,0,0,0,0,0,0,0,0,0,0,0.0000,0,{},[],-,-,0,0,stop_cpu_time_limit,102.2605,1413173
instance11_bucket6,vnds,70.97394589986652,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,{},{},{},{},{},{},0.0000,0,0,0,0,0,0,0,{},0.0000,0,0,0,0,0,0,0,0,0,0,0.0000,0,{},[],-,-,0,0,stop_cpu_time_limit,73.2931,1413173
