instance_id,solver_name,-t,-k,-i,-ni,-is,-mi,-fa,-ks,-r,-wi,-wk,-wa,-wr,-rwa,-swa,-swr,-rwr,building_solution_time,iterations_counter,improvements_counter,-r (restart) counter,improve_top_solution_success_counter,not_improvements_counter,no_families_to_remove_counter,unfeasible_add_random_families_counter,removal_number_values,mean_shaking_time,-mi limit reached,-is limit reached,-fa limit reached,-ks limit reached,reached_k_max_counter,discarded_get_best_neighbor,improvement_failures_counter,improvement_successes_counter,vnd_iterations_counter,mean_get_best_neighbor_time,final_iterations_without_improvement,vnds_k_values_counter,top_solutions,TTB,ITB,max_solutions_distance,initial_solution_obj_value,stopping_cause,execution_time,obj_value
instance12_bucket1,vnds,400.0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0.0000,0,0,0,0,0,0,0,{},0.0000,0,0,0,0,0,0,0,0,0,0.0000,0,{},[],-,-,0,0,stop_gurobi_optimal,2.5742,886370
instance12_bucket2,vnds,400.0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0.0000,0,0,0,0,0,0,0,{},0.0000,0,0,0,0,0,0,0,0,0,0.0000,0,{},[],-,-,0,0,stop_gurobi_optimal,3.8963,1236372
instance12_bucket3,vnds,400.0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0.0000,0,0,0,0,0,0,0,{},0.0000,0,0,0,0,0,0,0,0,0,0.0000,0,{},[],-,-,0,0,stop_gurobi_optimal,5.6316,1582573
instance12_bucket4,vnds,400.0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0.0000,0,0,0,0,0,0,0,{},0.0000,0,0,0,0,0,0,0,0,0,0.0000,0,{},[],-,-,0,0,stop_gurobi_optimal,6.5204,1934591
instance12_bucket5,vnds,400.0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0.0000,0,0,0,0,0,0,0,{},0.0000,0,0,0,0,0,0,0,0,0,0.0000,0,{},[],-,-,0,0,stop_gurobi_optimal,8.0190,2278890
instance12_bucket6,vnds,400.0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0.0000,0,0,0,0,0,0,0,{},0.0000,0,0,0,0,0,0,0,0,0,0.0000,0,{},[],-,-,0,0,stop_gurobi_optimal,9.3727,2637792
instance12_bucket7,vnds,400.0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0.0000,0,0,0,0,0,0,0,{},0.0000,0,0,0,0,0,0,0,0,0,0.0000,0,{},[],-,-,0,0,stop_gurobi_optimal,10.9098,2995876
instance12_bucket8,vnds,400.0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0.0000,0,0,0,0,0,0,0,{},0.0000,0,0,0,0,0,0,0,0,0,0.0000,0,{},[],-,-,0,0,stop_gurobi_optimal,12.6126,3346213
instance12_bucket9,vnds,400.0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0.0000,0,0,0,0,0,0,0,{},0.0000,0,0,0,0,0,0,0,0,0,0.0000,0,{},[],-,-,0,0,stop_cpu_time_limit,405.6719,3652847
instance12_bucket10,vnds,33.00071879999996,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0.0000,0,0,0,0,0,0,0,{},0.0000,0,0,0,0,0,0,0,0,0,0.0000,0,{},[],-,-,0,0,stop_cpu_time_limit,38.9509,3652847
